"_id","_index","_score","_type","@timestamp","@version","alert_text",eventid,host,message,password,timestamp,username,"src_ip",session,path,sensor
"pfeLo5cBuG2woOv8wEN-","cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 23:05:34.354",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 25, 2025 @ 02:05:34.046",root,"127.0.0.1",261893768976,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
pPeLo5cBuG2woOv8J0Pt,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 23:04:55.295",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/TEST] failed",TEST,"Jun 25, 2025 @ 02:04:54.797",root,"127.0.0.1",2fc0ed36103e,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"o_eLo5cBuG2woOv8GENB","cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 23:04:51.286",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/DENEMETEST] failed",DENEMETEST,"Jun 25, 2025 @ 02:04:50.361",root,"127.0.0.1",2fc0ed36103e,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
oveLo5cBuG2woOv8CEOb,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 23:04:47.280",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/Ddeneme] failed",Ddeneme,"Jun 25, 2025 @ 02:04:46.497",root,"127.0.0.1",2fc0ed36103e,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"nPd_o5cBuG2woOv8c0NY","cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 22:52:08.056",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlıs] failed","yanlıs","Jun 24, 2025 @ 17:51:33.284",root,"127.0.0.1",f1c6e7dc9b2b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"nfd_o5cBuG2woOv8c0NY","cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 22:52:08.051",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 17:48:51.363",root,"127.0.0.1",56eba568d5cb,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"nvd_o5cBuG2woOv8c0Nd","cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 22:52:08.046",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 17:30:50.921",root,"127.0.0.1",70ac6d72a8f8,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
lvdgo5cBuG2woOv8BUP8,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 22:16:48.343",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlıs] failed","yanlıs","Jun 24, 2025 @ 17:51:33.284",root,"127.0.0.1",f1c6e7dc9b2b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"l_dgo5cBuG2woOv8BUP9","cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 22:16:48.336",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 17:48:51.363",root,"127.0.0.1",56eba568d5cb,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
lfdgo5cBuG2woOv8BUPy,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 22:16:48.329",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 17:30:50.921",root,"127.0.0.1",70ac6d72a8f8,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
OCnHoZcBKBKIdN2JetQh,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 14:51:34.068",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlıs] failed","yanlıs","Jun 24, 2025 @ 17:51:33.284",root,"127.0.0.1",f1c6e7dc9b2b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
NynFoZcBKBKIdN2JANRQ,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 14:48:51.799",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 17:48:51.363",root,"127.0.0.1",56eba568d5cb,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
NinDoZcBKBKIdN2JStQH,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 14:46:59.487",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 17:30:50.921",root,"127.0.0.1",70ac6d72a8f8,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
NSm0oZcBKBKIdN2JhNQ4,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 14:30:51.452",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 17:30:50.921",root,"127.0.0.1",70ac6d72a8f8,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
NCm0oZcBKBKIdN2JC9Ra,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 14:30:19.264",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 02:57:23.813",root,"127.0.0.1",841b1d9b81f5,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
MynSnpcBKBKIdN2J7NQK,"cowrie-2025.06.23","-","_doc","Jun 24, 2025 @ 01:05:12.363",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 02:57:23.813",root,"127.0.0.1",841b1d9b81f5,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
MSnLnpcBKBKIdN2JF9Q0,"cowrie-2025.06.23","-","_doc","Jun 24, 2025 @ 00:56:39.129",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 02:57:23.813",root,"127.0.0.1",841b1d9b81f5,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"LynFnpcBKBKIdN2J_NTt","cowrie-2025.06.23","-","_doc","Jun 24, 2025 @ 00:51:04.736",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 02:57:23.813",root,"127.0.0.1",841b1d9b81f5,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"rRl_npcB7BAthet5Ia-2","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.922",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 00:32:36.116",root,"127.0.0.1",6a3cbd7059ba,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"pxl_npcB7BAthet5Ia99","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.914",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/testyanlis] failed",testyanlis,"Jun 24, 2025 @ 00:26:16.351",root,"127.0.0.1",faa13954ea5f,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"phl_npcB7BAthet5Ia97","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.907",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 00:10:59.329",root,"127.0.0.1",31bee1991587,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"qxl_npcB7BAthet5Ia-g","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.845",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlis] failed",yanlis,"Jun 23, 2025 @ 21:18:17.017",root,"127.0.0.1",9b0962d54466,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"qBl_npcB7BAthet5Ia-M","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.838",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/test] failed",test,"Jun 23, 2025 @ 00:03:12.369",root,"127.0.0.1",17651ae15e8e,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"qhl_npcB7BAthet5Ia-M","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.830",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlisdeneme] failed",yanlisdeneme,"Jun 22, 2025 @ 23:45:06.741",root,"127.0.0.1",cafefd18df20,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"rxl_npcB7BAthet5Ia_E","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.823",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234yanlısss] failed","1234yanlısss","Jun 22, 2025 @ 23:23:21.803",root,"127.0.0.1",3f3b3eb4babb,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"rhl_npcB7BAthet5Ia-_","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.815",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234yanlıs] failed","1234yanlıs","Jun 22, 2025 @ 23:09:46.786",root,"127.0.0.1",06139c9379ab,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"rBl_npcB7BAthet5Ia-2","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.807",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/123456] failed",123456,"Jun 22, 2025 @ 23:08:59.315",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"qRl_npcB7BAthet5Ia-M","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.805",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/12345] failed",12345,"Jun 22, 2025 @ 23:08:55.945",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"pRl_npcB7BAthet5Ia97","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.804",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 22, 2025 @ 23:08:49.404",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"pBl_npcB7BAthet5Ia97","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 23:33:40.796",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 22, 2025 @ 23:06:50.318",root,"127.0.0.1",4b6efa55d739,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"nhk6npcB7BAthet5FK_N","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.660",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 00:32:36.116",root,"127.0.0.1",6a3cbd7059ba,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"oRk6npcB7BAthet5FK_Z","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.653",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/testyanlis] failed",testyanlis,"Jun 24, 2025 @ 00:26:16.351",root,"127.0.0.1",faa13954ea5f,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"mhk6npcB7BAthet5FK-y","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.646",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 00:10:59.329",root,"127.0.0.1",31bee1991587,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"oBk6npcB7BAthet5FK_Q","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.579",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlis] failed",yanlis,"Jun 23, 2025 @ 21:18:17.017",root,"127.0.0.1",9b0962d54466,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"mBk6npcB7BAthet5FK-j","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.569",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/test] failed",test,"Jun 23, 2025 @ 00:03:12.369",root,"127.0.0.1",17651ae15e8e,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"nBk6npcB7BAthet5FK-6","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.561",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlisdeneme] failed",yanlisdeneme,"Jun 22, 2025 @ 23:45:06.741",root,"127.0.0.1",cafefd18df20,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"oxk6npcB7BAthet5FK_v","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.552",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234yanlısss] failed","1234yanlısss","Jun 22, 2025 @ 23:23:21.803",root,"127.0.0.1",3f3b3eb4babb,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"ohk6npcB7BAthet5FK_l","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.543",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234yanlıs] failed","1234yanlıs","Jun 22, 2025 @ 23:09:46.786",root,"127.0.0.1",06139c9379ab,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"nRk6npcB7BAthet5FK_N","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.531",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/123456] failed",123456,"Jun 22, 2025 @ 23:08:59.315",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"mxk6npcB7BAthet5FK-6","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.529",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/12345] failed",12345,"Jun 22, 2025 @ 23:08:55.945",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"mRk6npcB7BAthet5FK-y","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.528",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 22, 2025 @ 23:08:49.404",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"nxk6npcB7BAthet5FK_Q","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:18:15.519",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 22, 2025 @ 23:06:50.318",root,"127.0.0.1",4b6efa55d739,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"jhkqnpcB7BAthet5wq_a","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.719",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 00:32:36.116",root,"127.0.0.1",6a3cbd7059ba,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"kRkqnpcB7BAthet5wq_z","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.712",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/testyanlis] failed",testyanlis,"Jun 24, 2025 @ 00:26:16.351",root,"127.0.0.1",faa13954ea5f,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"kBkqnpcB7BAthet5wq_f","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.706",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 00:10:59.329",root,"127.0.0.1",31bee1991587,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"khkqnpcB7BAthet5wq_4","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.642",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlis] failed",yanlis,"Jun 23, 2025 @ 21:18:17.017",root,"127.0.0.1",9b0962d54466,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
kxkqnpcB7BAthet5w68G,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.635",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/test] failed",test,"Jun 23, 2025 @ 00:03:12.369",root,"127.0.0.1",17651ae15e8e,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"ixkqnpcB7BAthet5wq_Z","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.629",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlisdeneme] failed",yanlisdeneme,"Jun 22, 2025 @ 23:45:06.741",root,"127.0.0.1",cafefd18df20,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
lBkqnpcB7BAthet5w68N,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.623",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234yanlısss] failed","1234yanlısss","Jun 22, 2025 @ 23:23:21.803",root,"127.0.0.1",3f3b3eb4babb,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
lhkqnpcB7BAthet5w68U,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.616",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234yanlıs] failed","1234yanlıs","Jun 22, 2025 @ 23:09:46.786",root,"127.0.0.1",06139c9379ab,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"jRkqnpcB7BAthet5wq_a","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.609",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/123456] failed",123456,"Jun 22, 2025 @ 23:08:59.315",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"jxkqnpcB7BAthet5wq_f","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.608",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/12345] failed",12345,"Jun 22, 2025 @ 23:08:55.945",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
lRkqnpcB7BAthet5w68U,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.606",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 22, 2025 @ 23:08:49.404",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"jBkqnpcB7BAthet5wq_a","cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 22:01:31.599",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 22, 2025 @ 23:06:50.318",root,"127.0.0.1",4b6efa55d739,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
KE8QnpcBjK9KYa0nRyho,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:32:36.278",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 00:32:36.116",root,"127.0.0.1",6a3cbd7059ba,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
FU8KnpcBjK9KYa0nfygI,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:26:17.304",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/testyanlis] failed",testyanlis,"Jun 24, 2025 @ 00:26:16.351",root,"127.0.0.1",faa13954ea5f,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
FE8DnpcBjK9KYa0nTyjA,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.258",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 24, 2025 @ 00:10:59.329",root,"127.0.0.1",31bee1991587,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
DE8DnpcBjK9KYa0nTyiL,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.183",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlis] failed",yanlis,"Jun 23, 2025 @ 21:18:17.017",root,"127.0.0.1",9b0962d54466,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
DU8DnpcBjK9KYa0nTyiY,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.173",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/test] failed",test,"Jun 23, 2025 @ 00:03:12.369",root,"127.0.0.1",17651ae15e8e,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
EU8DnpcBjK9KYa0nTyiw,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.164",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/yanlisdeneme] failed",yanlisdeneme,"Jun 22, 2025 @ 23:45:06.741",root,"127.0.0.1",cafefd18df20,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
D08DnpcBjK9KYa0nTyir,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.155",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234yanlısss] failed","1234yanlısss","Jun 22, 2025 @ 23:23:21.803",root,"127.0.0.1",3f3b3eb4babb,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
E08DnpcBjK9KYa0nTyjA,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.145",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234yanlıs] failed","1234yanlıs","Jun 22, 2025 @ 23:09:46.786",root,"127.0.0.1",06139c9379ab,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
C08DnpcBjK9KYa0nTyiK,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.136",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/123456] failed",123456,"Jun 22, 2025 @ 23:08:59.315",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
EE8DnpcBjK9KYa0nTyiw,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.134",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/12345] failed",12345,"Jun 22, 2025 @ 23:08:55.945",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
Dk8DnpcBjK9KYa0nTyic,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.132",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 22, 2025 @ 23:08:49.404",root,"127.0.0.1",0c0bed74841b,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
Ek8DnpcBjK9KYa0nTyi5,"cowrie-2025.06.23","-","_doc","Jun 23, 2025 @ 21:18:26.123",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 22, 2025 @ 23:06:50.318",root,"127.0.0.1",4b6efa55d739,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
